Date,III.L,ADM.L,AAL.L,ANTO.L,AHT.L,ABF.L,AZN.L,AV.L,BA.L,BARC.L,BDEV.L,BEZ.L,BKG.L,BP.L,BATS.L,BLND.L,BT-A.L,BNZL.L,CNA.L,CPG.L,CRDA.L,DCC.L,DGE.L,DPLM.L,EZJ.L,ENT.L,EXPN.L,FCIT.L,FRAS.L,FRES.L,GLEN.L,GSK.L,HLMA.L,HL.L,HIK.L,HSX.L,HWDN.L,HSBA.L,IHG.L,IMI.L,IMB.L,INF.L,IAG.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MRO.L,MNDI.L,NG.L,NWG.L,NXT.L,PSON.L,PSN.L,PHNX.L,PRU.L,RKT.L,REL.L,RTO.L,RMV.L,RIO.L,RR.L,SGE.L,SBRY.L,SDR.L,SMT.L,SGRO.L,SVT.L,SHEL.L,SN.L,SMDS.L,SMIN.L,SPX.L,SSE.L,STAN.L,TW.L,TSCO.L,ULVR.L,UU.L,UTG.L,VTY.L,VOD.L,WEIR.L,WTB.L,WPP.L
2003-05-07,345.23199462890625,,528.6701049804688,60.71631622314453,7.839655876159668,370.8512878417969,1136.494140625,145.62905883789062,55.42549133300781,202.0509033203125,146.11688232421875,44.001243591308594,407.4024658203125,143.14273071289062,198.54185485839844,133.77536010742188,68.44735717773438,265.88885498046875,59.84121322631836,190.65333557128906,166.4698028564453,530.8674926757812,349.01593017578125,38.950443267822266,149.3636474609375,,,131.6318359375,10.953710556030273,,,402.2903747558594,73.0850830078125,,,125.79541015625,93.4616928100586,212.92335510253906,261.4305114746094,165.56307983398438,255.60507202148438,99.49705505371094,109.517333984375,255.53463745117188,1.1257996559143066,134.19769287109375,286.90704345703125,24.83702278137207,131.23866271972656,,207.41177368164062,136.53802490234375,,,133.54209899902344,2748.11962890625,498.74462890625,241.5388946533203,180.16232299804688,,158.51657104492188,592.9222412109375,298.2911071777344,117.64822387695312,,409.24298095703125,24.190853118896484,87.94585418701172,111.95514678955078,52.40962219238281,42.669925689697266,253.72987365722656,361.2549133300781,981.5184326171875,280.0323181152344,41.27404022216797,508.6820068359375,270.0498046875,198.12908935546875,315.3080749511719,75.50518035888672,112.02964782714844,601.6448364257812,186.60101318359375,94.28250885009766,188.8708953857422,27.458080291748047,140.89547729492188,449.1705627441406,249.50436401367188
2003-05-08,329.1584777832031,,515.21923828125,60.71631622314453,7.441192150115967,369.5076599121094,1116.76806640625,139.1494903564453,54.26419448852539,193.53353881835938,143.26702880859375,44.001243591308594,410.959228515625,141.23878479003906,195.0703582763672,133.8570556640625,65.83271789550781,258.3736572265625,61.543277740478516,189.39903259277344,162.7994384765625,529.206787109375,342.20330810546875,38.950443267822266,154.1144561767578,,,133.19894409179688,10.953710556030273,,,388.6278991699219,71.22700500488281,,,124.97846984863281,92.76422119140625,211.12387084960938,254.66339111328125,163.30291748046875,250.91622924804688,97.65448760986328,103.6231689453125,258.5528869628906,1.094527006149292,132.73182678222656,285.5909423828125,24.157596588134766,128.01150512695312,,203.8059539794922,132.5523681640625,,,135.3758087158203,2717.65478515625,492.1186218261719,231.0420684814453,173.5508270263672,,152.10047912597656,596.1502685546875,296.36383056640625,113.67897033691406,,404.68817138671875,23.005050659179688,85.70232391357422,111.95514678955078,51.790794372558594,41.9072380065918,247.68246459960938,355.9161682128906,1019.0245361328125,277.8300476074219,41.09805679321289,507.1861572265625,270.0498046875,197.0655517578125,310.9589538574219,73.81471252441406,110.47368621826172,606.3617553710938,185.2047576904297,87.8784408569336,191.37916564941406,27.001575469970703,141.50146484375,435.9798889160156,238.5657196044922
2003-05-09,337.5446472167969,,526.3309326171875,61.353858947753906,7.186361312866211,375.55413818359375,1116.319580078125,139.47344970703125,56.90348815917969,193.53353881835938,144.08404541015625,43.528106689453125,409.3426208496094,141.93113708496094,196.39291381835938,137.37313842773438,69.56791687011719,260.7784729003906,61.72247314453125,194.72979736328125,162.7994384765625,585.7643432617188,342.4654235839844,39.395606994628906,155.63467407226562,,,135.5494842529297,10.953710556030273,,,393.181884765625,71.22700500488281,,,124.97846984863281,92.0667495727539,214.12290954589844,263.16204833984375,165.56307983398438,258.01287841796875,98.18097686767578,103.6231689453125,263.91839599609375,1.094527006149292,133.26486206054688,291.2312927246094,24.157596588134766,128.16519165039062,,200.98399353027344,134.7160186767578,,,135.20907592773438,2768.452392578125,491.0990295410156,232.396484375,174.37730407714844,,154.90756225585938,602.0689086914062,293.25042724609375,114.79037475585938,,409.24298095703125,23.123577117919922,87.79625701904297,113.97037506103516,52.15354919433594,42.14809799194336,252.16653442382812,358.2043151855469,1019.0245361328125,277.3218688964844,39.772308349609375,505.68994140625,270.0498046875,201.01597595214844,321.6141052246094,72.87561798095703,111.18098449707031,604.78955078125,187.22149658203125,92.50360107421875,194.1382293701172,27.50372314453125,141.50146484375,435.9798889160156,237.00302124023438
2003-05-12,339.5013427734375,,531.886474609375,61.981239318847656,7.094926834106445,374.8822937011719,1132.458984375,141.25540161132812,55.8477668762207,193.65174865722656,144.5719451904297,43.528106689453125,406.1092224121094,144.18125915527344,197.38470458984375,137.2914276123047,69.00763702392578,259.4258117675781,61.453712463378906,189.39903259277344,165.2266387939453,530.8674926757812,346.9198303222656,40.619747161865234,152.4041290283203,,,135.5494842529297,10.953710556030273,,,398.3434143066406,71.84637451171875,,,125.38693237304688,95.20539093017578,212.173583984375,266.6246032714844,160.19500732421875,261.0542907714844,98.18097686767578,105.33436584472656,261.9063415527344,1.1084263324737549,136.8629913330078,296.11956787109375,24.157596588134766,129.08718872070312,,201.29750061035156,137.22129821777344,,,135.54254150390625,2753.211181640625,504.09661865234375,224.83424377441406,174.48057556152344,,158.39630126953125,592.9222412109375,285.83746337890625,116.21928405761719,,414.4989013671875,23.005050659179688,86.45014190673828,116.56768035888672,52.23891830444336,42.388938903808594,251.38821411132812,361.2549133300781,1019.0245361328125,272.74774169921875,39.772308349609375,505.68994140625,270.0498046875,200.2562713623047,322.9188537597656,73.53302001953125,112.73694610595703,614.7469482421875,188.61782836914062,90.7247085571289,191.37916564941406,27.50372314453125,139.07749938964844,433.89739990234375,237.7843780517578
2003-05-13,345.581298828125,,536.8574829101562,62.74021911621094,6.918500900268555,377.56964111328125,1150.8402099609375,141.49832153320312,55.8477668762207,192.58712768554688,147.4991455078125,43.528106689453125,410.31256103515625,143.9215850830078,197.05406188964844,141.9522705078125,68.91423797607422,259.7263488769531,61.81205368041992,192.69155883789062,163.3914337158203,528.242431640625,350.0641784667969,41.39875411987305,151.83412170410156,,,135.3535614013672,10.953710556030273,,,395.0038146972656,72.4657211303711,,,125.79541015625,95.90287017822266,212.6234893798828,262.84710693359375,164.71551513671875,259.66033935546875,107.65686798095703,103.81330108642578,266.26580810546875,1.1223251819610596,136.4632110595703,294.42742919921875,23.78013038635254,128.85671997070312,,203.8059539794922,143.4844970703125,,,136.20960998535156,2743.04541015625,507.15484619140625,234.3152618408203,176.65000915527344,,156.39125061035156,588.3486328125,286.7271728515625,114.31407928466797,,416.6010437011719,23.360759735107422,90.78761291503906,114.4181900024414,52.49498748779297,42.46922302246094,258.2138977050781,358.9669494628906,1035.1083984375,275.1195373535156,40.013370513916016,508.6820068359375,276.0710144042969,201.77566528320312,323.7887268066406,75.78690338134766,111.32241821289062,612.6507568359375,192.3101348876953,89.65734100341797,194.6398468017578,28.028688430786133,143.92552185058594,435.9798889160156,246.76959228515625
2003-05-14,338.1037292480469,,529.8396606445312,61.93064498901367,6.5330681800842285,383.2801208496094,1157.56494140625,138.82553100585938,55.319908142089844,192.9419708251953,149.28805541992188,43.528106689453125,425.18597412109375,142.33148193359375,195.56626892089844,143.91476440429688,69.47454833984375,257.9225769042969,62.88703918457031,189.55584716796875,162.7994384765625,528.242431640625,352.42236328125,40.39717102050781,148.2234649658203,,,136.1370849609375,10.953710556030273,,,391.3601379394531,72.4657211303711,,,126.61222839355469,96.600341796875,212.02369689941406,268.8287353515625,158.78236389160156,259.787109375,106.86719512939453,104.5738296508789,269.95465087890625,1.1292742490768433,135.79690551757812,293.8634338378906,23.855619430541992,128.01150512695312,,201.76785278320312,143.8261260986328,,,134.95904541015625,2702.414306640625,509.1936340332031,235.10531616210938,180.36892700195312,,155.99020385742188,601.2615966796875,290.87811279296875,114.47283935546875,,402.93621826171875,22.827159881591797,88.57181549072266,115.00030517578125,52.452293395996094,42.549503326416016,270.6944274902344,366.0852355957031,1033.233642578125,270.0372619628906,40.013370513916016,500.07952880859375,284.5005187988281,201.31985473632812,310.30657958984375,74.75386047363281,112.73694610595703,601.2554931640625,191.68954467773438,88.23421478271484,197.39889526367188,27.846097946166992,144.228515625,435.28564453125,243.12344360351562
2003-05-15,364.7998046875,,536.8574829101562,61.93064498901367,6.729043483734131,382.9443359375,1174.60107421875,139.63548278808594,56.375648498535156,196.49085998535156,150.9955596923828,43.528106689453125,441.99945068359375,144.5158233642578,193.2518768310547,144.89599609375,70.78184509277344,258.3736572265625,64.14122772216797,185.94973754882812,165.5225830078125,523.3212890625,342.7273864746094,41.843902587890625,148.03346252441406,,,136.33302307128906,10.953710556030273,,,394.39642333984375,73.39478302001953,,,132.45274353027344,96.77470397949219,212.92335510253906,278.271728515625,165.704345703125,255.60507202148438,110.02584838867188,106.47518920898438,284.37457275390625,1.136223554611206,138.72869873046875,295.1795654296875,25.96940803527832,130.31661987304688,,202.55178833007812,143.4844970703125,,,135.2927703857422,2727.8037109375,512.5067749023438,237.36264038085938,185.12091064453125,,159.51907348632812,599.9165649414062,292.9538879394531,115.74297332763672,,399.4325256347656,23.42005729675293,93.97622680664062,116.43334197998047,52.665679931640625,42.710060119628906,273.81463623046875,369.135986328125,1033.233642578125,274.4418640136719,40.254417419433594,508.6820068359375,282.9952392578125,201.9276123046875,307.04473876953125,77.00775146484375,115.1416015625,589.5081176757812,192.1549530029297,88.23421478271484,200.6596221923828,28.371063232421875,144.83447265625,434.5915222167969,245.2069854736328
2003-05-16,370.39056396484375,,542.120849609375,61.93064498901367,7.513007640838623,383.2801208496094,1199.707275390625,143.4422149658203,57.22022247314453,200.63128662109375,150.26376342773438,44.947505950927734,450.7294921875,144.86526489257812,196.06222534179688,149.47518920898438,71.15538787841797,260.4779968261719,64.85782623291016,190.49658203125,165.2266387939453,523.3212890625,347.44378662109375,41.843902587890625,146.70323181152344,,,136.92066955566406,10.953710556030273,,,400.7724304199219,74.3238296508789,,,137.23135375976562,99.04151153564453,212.7734375,277.9569396972656,168.3883819580078,258.8999938964844,115.81673431396484,108.9469223022461,288.39874267578125,1.136223554611206,138.06240844726562,301.9479064941406,26.875314712524414,132.16067504882812,,210.86082458496094,145.07882690429688,,,138.2101287841797,2732.896484375,523.9749755859375,246.95655822753906,184.1912078857422,,161.32359313964844,602.6068725585938,294.1400451660156,118.60081481933594,,413.0972595214844,22.88645362854004,94.57664489746094,120.01593017578125,55.99462127685547,43.111480712890625,280.8333740234375,372.4410095214844,1033.233642578125,283.5898742675781,40.736473083496094,509.80438232421875,284.1995544433594,199.04075622558594,312.26361083984375,77.94683837890625,119.95096588134766,579.3626708984375,191.8447265625,90.01314544677734,198.65304565429688,28.074350357055664,149.07650756835938,437.3684997558594,252.629638671875
2003-05-19,355.7147216796875,,520.775146484375,61.32349395751953,7.114474773406982,382.6082458496094,1143.21875,138.42056274414062,55.10877990722656,197.31895446777344,151.23948669433594,45.420623779296875,444.2626647949219,142.41883850097656,196.7234649658203,145.87725830078125,67.60694885253906,258.5238342285156,63.962039947509766,180.46217346191406,163.3914337158203,533.164306640625,339.5830383300781,41.73261642456055,149.3636474609375,,,132.61122131347656,10.953710556030273,,,379.8227844238281,73.39478302001953,,,137.23135375976562,98.51840209960938,208.1250457763672,269.77239990234375,165.8456268310547,257.2525939941406,115.81673431396484,104.5738296508789,285.7160339355469,1.1292742490768433,133.5314178466797,292.17138671875,25.28997230529785,128.24197387695312,,206.15750122070312,139.3849639892578,,,137.37657165527344,2687.17333984375,505.3707275390625,234.76678466796875,181.1953582763672,,152.78224182128906,595.8814697265625,289.98919677734375,117.17192840576172,,400.13323974609375,22.649269104003906,91.72437286376953,116.20945739746094,53.007102966308594,42.30866622924805,274.593017578125,366.5937194824219,1022.3837280273438,279.5241394042969,40.7220573425293,498.2093811035156,284.1995544433594,193.87481689453125,306.60980224609375,75.69297790527344,116.8390121459961,587.3721923828125,188.61782836914062,94.6383056640625,195.64312744140625,27.389596939086914,146.6524658203125,431.1204833984375,240.38880920410156
2003-05-20,357.8113708496094,,521.6524047851562,61.32349395751953,7.023039817810059,385.967529296875,1124.8377685546875,141.41737365722656,53.41961669921875,200.63128662109375,148.96278381347656,45.420623779296875,435.8560791015625,144.7779083251953,199.03781127929688,148.24859619140625,69.66131591796875,261.8305969238281,65.30577850341797,186.42005920410156,160.66824340820312,535.6600952148438,347.70587158203125,41.843902587890625,148.98365783691406,,,133.00302124023438,10.953710556030273,,,379.8227844238281,73.70446014404297,,,137.23135375976562,100.78518676757812,210.22425842285156,271.6611633300781,166.2694549560547,265.6163635253906,111.60517883300781,101.15142059326172,289.40478515625,1.1292742490768433,132.33200073242188,296.8715515136719,26.573348999023438,129.54820251464844,,204.1195068359375,136.6519317626953,,,140.37757873535156,2666.858642578125,506.6451416015625,234.87957763671875,180.16232299804688,,153.58424377441406,601.53076171875,292.5094299316406,117.17192840576172,,399.4325256347656,23.005050659179688,91.27398681640625,118.6724624633789,53.711326599121094,42.14809799194336,278.884033203125,371.67828369140625,1022.3837280273438,254.1128387451172,40.242374420166016,492.2247009277344,284.1995544433594,198.12908935546875,305.0876159667969,74.75386047363281,119.38518524169922,600.1876831054688,191.06893920898438,94.6383056640625,194.8907012939453,27.458080291748047,147.2584991455078,432.85601806640625,237.00302124023438
