,III.L,ADM.L,AAL.L,ANTO.L,AHT.L,ABF.L,AZN.L,AV.L,BA.L,BARC.L,BDEV.L,BEZ.L,BKG.L,BP.L,BATS.L,BLND.L,BT-A.L,BNZL.L,CNA.L,CPG.L,CRDA.L,DCC.L,DGE.L,DPLM.L,EZJ.L,ENT.L,EXPN.L,FCIT.L,FRAS.L,FRES.L,GLEN.L,GSK.L,HLMA.L,HL.L,HIK.L,HSX.L,HWDN.L,HSBA.L,IHG.L,IMI.L,IMB.L,INF.L,IAG.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MRO.L,MNDI.L,NG.L,NWG.L,NXT.L,PSON.L,PSN.L,PHNX.L,PRU.L,RKT.L,REL.L,RTO.L,RMV.L,RIO.L,RR.L,SGE.L,SBRY.L,SDR.L,SMT.L,SGRO.L,SVT.L,SHEL.L,SN.L,SMDS.L,SMIN.L,SPX.L,SSE.L,STAN.L,TW.L,TSCO.L,ULVR.L,UU.L,UTG.L,VTY.L,VOD.L,WEIR.L,WTB.L,WPP.L
EXPN.L,0.37926676548713256,0.3348790842680162,0.4986509767237607,0.4514495559096122,0.3365123395337421,0.4236356940447173,0.34211992826053017,0.4474892318039785,0.42582584070607205,0.4061573410463109,0.267539372218266,0.3661956878615619,0.3404596213375188,0.3988354123000165,0.3419933117497806,0.42153303316178653,0.3811479155609539,0.5091116223742844,0.2717904853151099,0.5225463985847425,0.41623052767409124,0.33162867561457826,0.4896431820691591,0.19261171102247437,0.3500582470602885,0.016544553219190426,1.0,0.5191945454065994,0.004454868686537896,0.31704463446657166,0.6778739077809757,0.3405554005142936,0.4312474623068338,0.3406484872637818,0.2917841730213324,0.26722194400805604,0.3447008364226596,0.4113146053151713,0.5132125652983258,0.42386470973666546,0.3401843926985948,0.3703305102891508,0.4830233968116519,0.4661510688207072,0.10385304771360335,0.4947030029829855,0.4328089617075117,0.40279794246307604,0.31698249468123757,0.07539941406042407,0.4353716915734796,0.4233188794760736,0.18919943410474255,0.39851926098561874,0.337830660693298,0.30072884696530316,0.49500397543891655,0.49022770942455585,0.35126300029270163,0.1167293536236146,0.4989822172573202,0.34115298013199263,0.4538422570820188,0.3514964694006043,0.3211570287979146,0.39753887204016797,0.5117257537315995,0.44951877527125006,0.4491536885853388,0.5025677171279986,0.48411434412840604,0.3281074436417556,0.3804864464079478,0.45339756976117684,0.39245205692858187,0.30100353473789576,0.4066959709096693,0.31845037661933,0.35161371092782767,0.5330119447357594,0.2798186436219188,0.4136697043891756,0.3754231227909597,0.39048445911035107,0.2751748764759595,0.328932094309398,0.3817963565404167,0.4233885723019629,0.5186011435868824,0.5430026330795445
FCIT.L,0.42648293665496917,0.390170463152518,0.5582567311910238,0.4771447782716205,0.23052654180422635,0.3856870526115593,0.4113516413165296,0.4919315440218908,0.3727001818464339,0.4789305345305393,0.24036872577963894,0.3342408092745986,0.29917698166114165,0.5199462439701993,0.3540939736679837,0.414731157405075,0.4062044808182775,0.4275251087486461,0.36415516741978726,0.391680762821202,0.36110698515323914,0.06933017842583812,0.44829198641428974,0.17274709000990526,0.3224925568106625,0.060187915584311996,0.5191945454065994,1.0,0.022985338498259702,0.4275531187507049,0.7542435064098701,0.3696629687336277,0.36407630516558354,0.4382056803977706,0.25766101210425735,0.2408131716669594,0.2790111137488459,0.525725812364003,0.5042201582803442,0.43187741607190927,0.3197250183580242,0.33705144161700906,0.4556536512003991,0.37175940229583526,0.1196297098768183,0.443438305308633,0.4156825506432942,0.46542080108167366,0.36871700612560326,0.11758958525133728,0.39304201988869636,0.358669009711498,0.20404994789682288,0.46739726818401844,0.21876002179110016,0.3495565103671517,0.4235753762783546,0.454330463443016,0.3192891414848084,0.15112858542708713,0.5077738545477293,0.3411362416436004,0.4565132862969144,0.3682523898582355,0.30585758717123745,0.520308570670529,0.48815136656965835,0.41354434600301004,0.3607325589591277,0.5382945233042947,0.5920487538560797,0.3492909157606435,0.3220290635605855,0.39722198990929525,0.32296527160847294,0.3017574838783448,0.43226627851785066,0.33261283965276695,0.407899828892334,0.5059493623459973,0.2664298143568955,0.36935248062249787,0.39290633072046655,0.4057683363728985,0.2662602870657486,0.32739294167814736,0.42389629490196234,0.44582931992554825,0.41377981645326817,0.5228238397827967
FRAS.L,-0.014171458609247933,-0.01767467032180237,0.02903650501878931,0.03132014561247087,0.009736550463859744,0.0035736942296039514,0.005097766969192791,0.023961042013509775,0.0042521861574619626,0.03632353492432439,0.024965347564928478,0.0029202592306658568,0.02520192615348719,0.01833344550798515,0.02527790059147447,0.020325910320367308,0.011120959365875488,-0.0016117450944986287,-0.010427107439951218,0.015715114802524296,-0.047506911309287365,-0.012171223152919276,0.029690915279842217,0.02112092115171957,0.020194925414997393,-0.04579901477975896,0.004454868686537896,0.022985338498259702,1.0,0.22735637275913914,0.2866410690393438,-0.00011249261879095635,0.009686085200708662,0.24170147498920388,0.005966480665119915,-0.007348526721031759,0.0239453436590037,0.0237994987203313,0.040227488835520346,0.016714725869172727,0.021645058740963175,0.0203279077911858,0.04642749240014834,0.02231318647098305,0.0066758546572376395,0.04338947485499227,0.01978468527218603,0.021139431520267822,0.04729742416869494,0.08834541860827323,0.04240809328607497,0.04595059950583735,0.050543034744049045,0.29670863635005945,0.008156709809289626,0.046671286108680654,0.04384968275692528,0.013548843904384478,0.05543385627801075,0.10958755376732947,0.030447953302820092,0.015695857598281317,0.04670084603248492,0.02774804484827203,0.05712567553747085,0.029783683071104912,0.016385281506979286,0.023026417691998393,0.029243533856041507,0.010382987521692881,0.03307329710770081,0.01970022492809193,0.005118098275622941,0.05469605763660109,0.015674285264557188,0.02754903899221353,0.031906597537868835,0.02241306273494832,0.0028780222008390486,0.014506429010515026,0.05670143405420306,0.032976637165753546,0.027244182128728093,0.0043570025892972365,0.00896958773651148,0.04090140792621093,-0.00013396011048188053,0.01941845444820022,0.08655591945928374,0.028462364815652643
FRES.L,0.28840081714519916,0.25625301256670896,0.567584051353109,0.5592648670269327,0.26053473671414357,0.2763371384362341,0.16500646172866942,0.38039630620682024,0.28855299450876687,0.2972762395616073,0.15616936553999983,0.2033711816407341,0.21920139599898272,0.3738764812315311,0.21432006906784498,0.25985884328363573,0.20590820555846803,0.33914444887149214,0.20813567567733204,0.3497599536230971,0.3625759688807495,0.2190236057245848,0.29128109932025437,0.07288577708605609,0.18955762715049232,0.09954616369769041,0.31704463446657166,0.4275531187507049,0.22735637275913914,1.0,0.3338807046758297,0.13910728781534912,0.2947777122458781,0.27022512733514614,0.13546690180032683,0.13541830937543609,0.22427243941935227,0.3064852067179834,0.3613715705998146,0.3368041472311846,0.27282094079760116,0.3176400534889738,0.2480998735004365,0.3934552178309034,0.10921867551150378,0.31349327528293536,0.31515629716881693,0.29096296891294776,0.21957822953871875,0.08584224192031048,0.33832426671427546,0.22179195393788992,0.2156092396647554,0.36541798524959684,0.22290363867370153,0.20755448778813504,0.3289741904495234,0.2467132708314632,0.2829349651786221,0.11136634789016432,0.38783252632826176,0.2342598685555364,0.2615906424247068,0.2929934922449108,0.23740793787333545,0.5290379001552064,0.38001638509807417,0.3111198919962629,0.22499252756292046,0.3470240302865215,0.41371584932855365,0.25878542065445487,0.1982287892706011,0.44913769987767993,0.21309907325028452,0.17962722504671036,0.3632044294293168,0.24340566419055779,0.28654877686044844,0.3872980432376292,0.20356527073664596,0.17476256100484977,0.23756630006088064,0.2253920048035143,0.23158229386873275,0.2025943441361214,0.2419956734112703,0.502031946362785,0.37146924066750864,0.3824556486955087
GLEN.L,0.726457200456372,0.2865832895580963,0.7539811539429682,0.7014311337222007,0.5890159700466285,0.5128170742568491,0.6998551966494834,0.652206301908845,0.6794672180631569,0.628143270044757,0.5912702189407766,0.48701925672656765,0.5759530864220385,0.6624085241377773,0.5511359298699366,0.5702413484598593,0.5777527114854365,0.6806411534211635,0.6129348324009598,0.6728051575733963,0.6643896041470516,0.3693113228121107,0.6001716202190494,0.34882827941838856,0.41668780038871134,0.07542802736905135,0.6778739077809757,0.7542435064098701,0.2866410690393438,0.3338807046758297,1.0,0.5789065566718945,0.5276575089303657,0.459305431616278,0.5607288266571732,0.4692705635843448,0.6387705147555778,0.6895451264694401,0.6551916388428068,0.6549564848434862,0.22667564860125994,0.658720320986621,0.6053099304928431,0.6868733780658983,0.21299727601829835,0.6188772661356592,0.5545749324681949,0.6864035907148578,0.5638075801141095,0.4097941703653766,0.5287469289119819,0.6156433155899997,0.248340483302677,0.6555156094376886,0.42747106499870413,0.5439394374123823,0.5796327997311265,0.6509232571526589,0.6762234884896495,0.3018321041990951,0.7199570384087399,0.5568633817134171,0.6540158958245027,0.5504576192445263,0.4888830208891251,0.7245826486475834,0.6133680877563105,0.6497849902595022,0.653803132962561,0.5424515519929167,0.7012856848031805,0.5541631425536395,0.5522789310122467,0.71410191563635,0.6415984417110472,0.5456755125897151,0.6595667956720623,0.6599467296087468,0.5846204808740617,0.6282146617425962,0.5565597742146952,0.5734115982021278,0.42907814507827835,0.4848529883377706,0.28799803594762974,0.5256327038803648,0.4813453638969815,0.6423762516880938,0.5337816936393049,0.6996117114843412
GSK.L,0.21662402895020932,0.2535206962561167,0.2767534706385373,0.16298448988705125,0.10012065778411582,0.35429746948683705,0.6248190624521615,0.3360086301176377,0.28606883902498476,0.3042664325960642,0.1151986775648323,0.17056505546376882,0.14816260835630748,0.3708332608108881,0.36149910009950714,0.25438029293859715,0.3353724587270706,0.34119169477924505,0.33551429050397347,0.33648436977107304,0.15545761331040747,0.05192689931029074,0.4166891059014162,0.09442360673115684,0.17755921843343103,0.03715549915694604,0.3405554005142936,0.3696629687336277,-0.00011249261879095635,0.13910728781534912,0.5789065566718945,1.0,0.2198774831176267,0.2573808526153948,0.21528685423420962,0.14810364800993195,0.14185074328741287,0.3458773420599822,0.25740721834533214,0.22339363315157507,0.3406300603881788,0.1683350921487676,0.3191189750108168,0.20411695826544773,0.0743284488347221,0.29522270366464665,0.26976644191441945,0.3245379384343244,0.23302855921095877,0.1325038579943577,0.20870121069152536,0.24838939406239763,0.08788385972924188,0.25490426949663225,0.2384457625033617,0.16837804425562222,0.2726273042921822,0.37237210063657333,0.16120456716942824,0.14836794889684446,0.332104869147788,0.3681883874252983,0.3798245617817774,0.23579914826819728,0.17901400586096128,0.2612040846966009,0.3079618548545958,0.30024904893738774,0.3366826320854933,0.35687242727718116,0.35888557765280976,0.19079766112061997,0.2797388207369171,0.25255268872632886,0.36710835951547904,0.1988261456684939,0.30212931262940707,0.15463490646389566,0.36879386556107774,0.3096871867760156,0.14416650918228546,0.40606626457487943,0.40131401772785047,0.36478369072389655,0.14704881078347215,0.18762785447055977,0.41120803145871104,0.16404345868744227,0.25073197395090363,0.361284988868782
HLMA.L,0.2657405269438423,0.3216672452596088,0.38908900077515735,0.3631203372058531,0.20243661173656732,0.25190042119728956,0.2269881298240485,0.3488666982750268,0.26173589963392385,0.2848885389223903,0.21595943394915942,0.2853254054036076,0.23381906366653876,0.2920496917535061,0.221871144057997,0.3013092578041671,0.2748162323466088,0.3341488371145473,0.22566086562580487,0.28160675692514225,0.32884848605215283,0.06900631329980801,0.27340500640346693,0.11883552483190961,0.2434026041085403,0.08247641411546695,0.4312474623068338,0.36407630516558354,0.009686085200708662,0.2947777122458781,0.5276575089303657,0.2198774831176267,1.0,0.39985181363205,0.2149242025644003,0.23859808805078206,0.21096607563042008,0.3511017175920337,0.3852699057132122,0.3787175408668134,0.21106961409100342,0.2820396322591164,0.3768491098170081,0.33269376333966627,0.05963822383919111,0.3370192607019174,0.3063989328345151,0.3091912267574603,0.25781594040761346,0.12631731718602085,0.2843680625442836,0.2820100910107902,0.14243192777249833,0.3819383702924132,0.13701087392673328,0.24849378614693254,0.3274157355124214,0.3133096547365903,0.2911063872786086,0.15198218815173026,0.35196856939130855,0.21850551616230474,0.28067701741590423,0.28229708574474327,0.2683907173309234,0.3700215270417449,0.3439973627531759,0.28342905450204,0.25440549908827476,0.33828829715544995,0.4053399967722388,0.2896159292030169,0.17161690396637747,0.23947961663242004,0.19624936951476105,0.25509158075556304,0.31130987952776323,0.33963256118818025,0.24694227597138613,0.3445687160814946,0.24816461731979647,0.26020518571299134,0.21934001265277153,0.24231693335949406,0.2462116856046034,0.30225045118771016,0.2632042117521289,0.38276179617991823,0.33810429125120156,0.35738573088170367
HL.L,0.26611347002650815,0.2805240911921336,0.36979934499361655,0.38786623203822257,0.3514961319013195,0.32373520705770975,0.26707552450259536,0.37424436320576937,0.3282380367698526,0.3265143544645301,0.2697863551950811,0.29659609026783335,0.2833569092725484,0.33891037900362514,0.2716316441363962,0.32917261699799844,0.29799679497958703,0.3482540596991097,0.29027797730744,0.3570366148428756,0.3268012474502443,0.2837528912237026,0.3549457049636587,0.13554021862368953,0.30298685832290567,0.06410460642093466,0.3406484872637818,0.4382056803977706,0.24170147498920388,0.27022512733514614,0.459305431616278,0.2573808526153948,0.39985181363205,1.0,0.18985675975187086,0.26863305120478714,0.22098270065794878,0.3678896714719317,0.41346710945601367,0.3216755757011813,0.2660217662801699,0.31238479470758257,0.315463827011704,0.31902892882392353,0.057959117346637175,0.3717318127541551,0.31849582882510485,0.31522583712088725,0.23924377617952033,0.08887535478702094,0.3700686091686267,0.33555953094741303,0.21796206451576125,0.27869693404809387,0.29565164192528937,0.25265752454290313,0.37009833341851717,0.34774450966838977,0.3042438891606308,0.13897622563742493,0.3889615857168541,0.2753917333757989,0.33826386758787463,0.263790004001635,0.26671280475902054,0.34891717525193433,0.3633045730042291,0.36982808471934236,0.3198286810287766,0.372023764172358,0.42301213639150526,0.2696933411275247,0.26881556722756134,0.40882441746788106,0.28975886245011795,0.2564969261351601,0.2990527204479607,0.32385866848579453,0.2926289227371172,0.36459658400944955,0.24800679635694808,0.2943187414211198,0.28671340624500546,0.2865794700376048,0.2519347372008976,0.30185742621755496,0.35080793406427513,0.37008074037935185,0.38255588524782563,0.3992348087289012
HIK.L,0.18641061594932162,0.15432289774190278,0.24149921217617465,0.22131820393359466,0.21353610319943203,0.20925484869157024,0.22771150076598845,0.24297291883113237,0.24008680749568442,0.2005160915725129,0.14223639352607464,0.18083719444100332,0.15386059188186146,0.1925461017130637,0.20675875456942308,0.1944670416224601,0.19806045136851785,0.23293144530037385,0.16815823815713962,0.26390255232575127,0.21348106333196276,0.20382356990708564,0.2510776445045862,0.1484099159459029,0.18196595825427514,0.021822652905357866,0.2917841730213324,0.25766101210425735,0.005966480665119915,0.13546690180032683,0.5607288266571732,0.21528685423420962,0.2149242025644003,0.18985675975187086,1.0,0.16187202436483697,0.11847792141000837,0.18083959954626228,0.23748845044518327,0.22116563468667585,0.214593019215672,0.234854796093224,0.274367534063626,0.24896150456918908,0.09102219305277147,0.20196035982899688,0.20092749927024478,0.23512379233048597,0.16071619255265518,0.1471282912803751,0.19828440204146194,0.15707712894910186,0.12697197425398613,0.19931065307604767,0.20292453383940817,0.1571312154116719,0.18805921514753313,0.24361243923617146,0.1510644720492341,0.13029634170877294,0.2405200299015311,0.12429034603212553,0.24225633270972768,0.16402999701889232,0.1026463892206429,0.2158555595896529,0.2641516758884985,0.22210997411122405,0.22500160848353012,0.25740259892210043,0.2704070463709902,0.18373315629348702,0.18218408156199647,0.21831522606651632,0.23171690214341986,0.19629110946747222,0.20737976766177135,0.19728773160553753,0.1801193460321249,0.26862792665506235,0.1857232794427417,0.175479471238023,0.20116548097941792,0.21726083423530163,0.16092568125289372,0.16713395164706615,0.17216185035255377,0.2647064354595344,0.20531274082191459,0.29556448807653024
HSX.L,0.16140967950837903,0.2625955046307858,0.21196154029880446,0.23976859983667254,0.1440762445177381,0.17681215228654054,0.1282533144017197,0.2109484142301844,0.14928059431391993,0.17634777549908648,0.1577531863815119,0.2835718226407202,0.17943024267937277,0.13791704274934807,0.15525858778398954,0.17322725756593996,0.11245176965992573,0.17556510754664803,0.13897614925119964,0.1560542389560122,0.19316370341373734,0.05466416775708155,0.15231692121290086,0.0579120589179075,0.18255169030301932,0.06388444399466384,0.26722194400805604,0.2408131716669594,-0.007348526721031759,0.13541830937543609,0.4692705635843448,0.14810364800993195,0.23859808805078206,0.26863305120478714,0.16187202436483697,1.0,0.13743611823670565,0.18380928946000558,0.246096311928591,0.19974862205136032,0.1489392154252958,0.18928401247711363,0.2714450387335615,0.203394511285992,0.03217071490992103,0.22390963961064705,0.1887069786351483,0.2508633896883085,0.1527225536042987,0.08304530251009622,0.19707776890030823,0.18028444902726642,0.075953333906803,0.2530459843196427,0.09947657919637702,0.15997363391176084,0.21225611203908662,0.15565538918336744,0.24740511323337855,0.049775544198258276,0.22047857119719905,0.11332483619157425,0.15949993748343685,0.17224860764297373,0.17620266469675688,0.20689738334000998,0.2223806486113259,0.14397228052760638,0.13793583777686924,0.22153108430707869,0.2321497977186791,0.16648619398943337,0.10602083389446856,0.1379177995733902,0.12215427178276171,0.2118650679390558,0.15881599521576403,0.20888949529476644,0.12690826108870432,0.2133180043746577,0.1962691294310031,0.19574200605343603,0.13941646671789704,0.14984797044635442,0.1328039279637662,0.22662527842338062,0.15524830730201464,0.17678501938904287,0.19760083785210664,0.21727183159387511
HWDN.L,0.2332411253704347,0.21707890599535482,0.2761621863443133,0.25464231512657565,0.17023054555072278,0.22983982353901952,0.1724154857452571,0.3062340578697405,0.1789106167529585,0.2638992638264278,0.24411295837055103,0.22466147585851934,0.2453824427161863,0.19897611557987585,0.1098012350846504,0.2691153188392111,0.1913976587536793,0.2724019383135301,0.13580608476081224,0.25952594463401896,0.22923580157397716,0.05877858431620673,0.19907192004950716,0.10776223455342356,0.20802395046934383,0.04594418774553229,0.3447008364226596,0.2790111137488459,0.0239453436590037,0.22427243941935227,0.6387705147555778,0.14185074328741287,0.21096607563042008,0.22098270065794878,0.11847792141000837,0.13743611823670565,1.0,0.2807835987247297,0.300889411257324,0.2504584063921885,0.1443386553218453,0.2042415271178426,0.2779122659197188,0.24728111970389868,0.09186701563249909,0.35063866043263,0.27148713812146824,0.25228602675176015,0.20569250962379063,0.0838632858006733,0.23315396475395866,0.26734260037066276,0.11550900671079871,0.3010396120391987,0.09359647998710542,0.2377475812578587,0.31936121370386095,0.2624569997385794,0.34360911513010167,0.15873489468675592,0.2824526910254139,0.13749684134970025,0.2363644630403336,0.26548086920107766,0.20916139249740748,0.2638475986296484,0.2852733179882102,0.23506050589389868,0.2245657299918551,0.2795039462526761,0.30983433733801025,0.25586403814558817,0.13031467291753987,0.16272109864864875,0.1507013919251718,0.17987984229887977,0.21687375046893537,0.1993998519620819,0.1567136388744677,0.2799358168515801,0.25632162482709653,0.24359671729626983,0.16153445480371056,0.16520681587555958,0.19948151909875222,0.3012658517814737,0.20008014526497156,0.2728416739517825,0.3215868143028475,0.2791843565131127
HSBA.L,0.38906920884599516,0.3319036294118682,0.5125641263767484,0.40578549737410036,0.1920318891970172,0.35723660026587784,0.3477214047144009,0.5746849493366196,0.3292071072898105,0.6167767263788401,0.25174487192979955,0.2839785987791926,0.32120792151448674,0.44787545816400404,0.2818424241710792,0.5148641472745797,0.4318863096752706,0.3971702780977456,0.29360501355774005,0.3858402919893485,0.32963191873534753,0.07226402575528089,0.393605300652026,0.17996701816590044,0.3221145165948064,0.0446090526599812,0.4113146053151713,0.525725812364003,0.0237994987203313,0.3064852067179834,0.6895451264694401,0.3458773420599822,0.3511017175920337,0.3678896714719317,0.18083959954626228,0.18380928946000558,0.2807835987247297,1.0,0.47566516463787006,0.3915837535972557,0.25716645487802814,0.30623703648833067,0.4468530716436601,0.33175958654537313,0.08742267143290497,0.4491509267480315,0.5323873395827657,0.5464567835738496,0.5433884378380112,0.10524813621024533,0.41126902989408914,0.3815193880731306,0.1462311071293442,0.4447691279735283,0.205789563537593,0.5014847114195138,0.4220429402252048,0.4344921149732824,0.37962288340361233,0.17759663047438207,0.5570697615649165,0.26318042206304265,0.3951630748274542,0.3619632603838084,0.28656101165316267,0.45274191955805154,0.48557558541826884,0.40179472634577157,0.35092836987962045,0.5438560219706567,0.5925786951869427,0.43441013430097314,0.2740479518644371,0.34747831550046215,0.29680842731486606,0.3047981093018629,0.40231190041141035,0.2862822740568157,0.3196800765994047,0.6568719707407031,0.2699535066526636,0.3408143440983402,0.34724687942826105,0.35558023633240693,0.30261606483396575,0.3381730437078761,0.42627729678710796,0.39321444043509984,0.42235836255306575,0.5027612079723024
IHG.L,0.34196841758788227,0.33306347858049135,0.4688153952837634,0.4280649485737207,0.326519445930193,0.3592223028729097,0.27037190197225947,0.47501651019899144,0.3424709598892134,0.4247140258702599,0.28411973437023513,0.31136501162072744,0.3432758372650852,0.342102268633895,0.25236580170414663,0.4932268930642956,0.40076719899242125,0.4061512731386391,0.2758576099869017,0.3861951115984884,0.3468090712901509,0.20293809190440332,0.380317459713713,0.16118924464216222,0.3889175316038205,0.07460639571914088,0.5132125652983258,0.5042201582803442,0.040227488835520346,0.3613715705998146,0.6551916388428068,0.25740721834533214,0.3852699057132122,0.41346710945601367,0.23748845044518327,0.246096311928591,0.300889411257324,0.47566516463787006,1.0,0.4411983878376976,0.23705654518312214,0.3662136005494744,0.49888187588984506,0.3891274104747376,0.08873479991531692,0.5050448211134932,0.4838268313498799,0.46466683682341997,0.36199056642884353,0.14153203818056628,0.39966721627028007,0.4021511665157344,0.19650896050053518,0.45270827155914584,0.16495537759795925,0.33374389345603017,0.4641685470722645,0.4410370203767495,0.3872125851354243,0.18032980579218577,0.4776462278345821,0.25606817903402923,0.37403236611854185,0.32516859877585674,0.3575257703417576,0.4003080383687048,0.46057772001358904,0.37112739910789516,0.3602717247108428,0.46506320762067466,0.5102038560576598,0.3934676753547266,0.2512566915349019,0.28529614893302147,0.25319460468833815,0.28268397865689804,0.37856147319282524,0.3510310966604999,0.2951632328011578,0.47599938370389905,0.32261304856426,0.3444009851971628,0.3134899569860203,0.3175458461201604,0.29703090503163604,0.3772430805992609,0.3542045614745282,0.43468055675369444,0.5197503382560944,0.5083670246960849
IMI.L,0.3514647194532904,0.26490450723460646,0.4391687157816518,0.40612395898698345,0.24987628011275534,0.2818318720626057,0.25523818622064387,0.4116846604029517,0.24894035009198898,0.39244792929456707,0.24302326810981653,0.25188827109953565,0.2832702614894119,0.30571838965300246,0.19225798796868504,0.3747621860425614,0.307829021701874,0.35584076596821174,0.23634384698711774,0.3071573506262234,0.33838708766751907,0.07644411911509173,0.3031352599952783,0.1597514485349488,0.30413100668592485,0.08782591689344665,0.42386470973666546,0.43187741607190927,0.016714725869172727,0.3368041472311846,0.6549564848434862,0.22339363315157507,0.3787175408668134,0.3216755757011813,0.22116563468667585,0.19974862205136032,0.2504584063921885,0.3915837535972557,0.4411983878376976,1.0,0.1489022647522898,0.3387231352739426,0.4242104129592161,0.3916728755726966,0.13681492266869175,0.39323621754089333,0.4086370772157524,0.3852894757471009,0.3442511779863926,0.19521830211738628,0.35519143741689424,0.3379914246344458,0.22253419025410612,0.43877185733638824,0.1323878015139959,0.3154895990866551,0.3879713461940933,0.3715730157985983,0.3858211833130758,0.26226853331032013,0.40615050035529376,0.20295520594280858,0.32863367143573863,0.31359760235811196,0.32949298028653146,0.4242641020266046,0.411333067402973,0.3430202598479597,0.2795275989147694,0.406425640301568,0.49589660633827165,0.34189590354981375,0.1679471294020212,0.24251305031862122,0.2651205672472426,0.2886280154995874,0.38848737266349825,0.37663307882046804,0.21526489699344842,0.39579353970774006,0.35446749034685693,0.2614511773971365,0.2353876008884694,0.21489769721872015,0.28723101656607436,0.336369427296156,0.26575684762971774,0.5323155812342308,0.37601802793528083,0.4407773435145266
IMB.L,0.18725542141844229,0.2888485294780604,0.2293889391366521,0.21771965695275505,0.033690666880169334,0.3752106080348893,0.317989050138552,0.2525729979970717,0.24419681622191233,0.21143071491243143,0.11075507659606301,0.21218491990392802,0.09812195419874876,0.32261416705080037,0.6006184023613551,0.2211062678293056,0.25113166233467366,0.28380331840033335,0.31415416619927666,0.27941418240707155,0.14921844613092464,0.01024556266773046,0.40329673214682316,0.06733215584404117,0.12573683701634383,0.04509603470286215,0.3401843926985948,0.3197250183580242,0.021645058740963175,0.27282094079760116,0.22667564860125994,0.3406300603881788,0.21106961409100342,0.2660217662801699,0.214593019215672,0.1489392154252958,0.1443386553218453,0.25716645487802814,0.23705654518312214,0.1489022647522898,1.0,0.1366394760505778,0.22592023836429243,0.2134848234577257,0.07104205595175297,0.26976966384990847,0.2525771528785172,0.23642544673650281,0.16594990276077082,0.05353451962998964,0.2264162185116026,0.19553892716278495,0.09912215175490034,0.22485922834190816,0.26300497655472255,0.15420049812075223,0.2367528964380198,0.24112705106963658,0.14151197252360403,0.08100362860680035,0.29050739811062526,0.38478374758510103,0.29902544717440277,0.19895047728057708,0.16936695310472916,0.2796216312836042,0.25312051872340374,0.2224345680329267,0.33093399781048355,0.2804948253875698,0.3034295246132161,0.18057692555906138,0.29579497479159045,0.25410104371772835,0.2486433331547955,0.1560169463568439,0.26200428937053294,0.16150972573252473,0.37449777569977233,0.28702235073582555,0.1826869684093667,0.3264332332881352,0.39283415054878007,0.35848387655978614,0.12771155788665906,0.1393160383452207,0.2843017099716406,0.19103654374725393,0.2605261417196476,0.23537222574687205
INF.L,0.2979693147991786,0.35429891295855653,0.3624002808959272,0.31483375495510657,0.18133445154248148,0.21520624014126635,0.18757131345114883,0.34331111386338686,0.21891619697681944,0.3027460310305802,0.1997747070517636,0.23960033019313362,0.24640824402163258,0.23428391146773575,0.14679622842237453,0.30952237000465577,0.2115377422364793,0.26531419269329204,0.16053745363725305,0.2749850647782325,0.2937786821319663,0.08716707196676485,0.22921635830393194,0.17534129028894457,0.2410911298925532,0.07982973434662605,0.3703305102891508,0.33705144161700906,0.0203279077911858,0.3176400534889738,0.658720320986621,0.1683350921487676,0.2820396322591164,0.31238479470758257,0.234854796093224,0.18928401247711363,0.2042415271178426,0.30623703648833067,0.3662136005494744,0.3387231352739426,0.1366394760505778,1.0,0.3633079010858783,0.3145285905125976,0.08808463523224773,0.29657327704640346,0.3181561037331342,0.2976863639701265,0.2970096034188557,0.13836175648039956,0.28580102335461466,0.20151771792119327,0.25111489878013865,0.4004343229758156,0.12339591944261119,0.24578108690132383,0.2772862660755575,0.33931260864300605,0.28177726657199664,0.10292027488908033,0.3374165669204333,0.17415888095085086,0.3024353608456772,0.2742220693378634,0.3814638349817766,0.3251784068662858,0.32963528608552706,0.25758623621970855,0.19840673086299995,0.3598796273353789,0.39386672019287294,0.2828752718913787,0.16645903058913572,0.2281591199128395,0.17758604211240275,0.3286854604867238,0.2676892548711882,0.3563936827236423,0.20478032374342175,0.3431981192968485,0.2501213514715965,0.20518162191282674,0.1681127819549719,0.21413884015024603,0.25809147406796834,0.3063018497462188,0.23884733661368548,0.4064596033300476,0.3264108065667866,0.3805801116272181
