,III.L,ADM.L,AAL.L,ANTO.L,AHT.L,ABF.L,AZN.L,AV.L,BA.L,BARC.L,BDEV.L,BEZ.L,BKG.L,BP.L,BATS.L,BLND.L,BT-A.L,BNZL.L,CNA.L,CPG.L,CRDA.L,DCC.L,DGE.L,DPLM.L,EZJ.L,ENT.L,EXPN.L,FCIT.L,FRAS.L,FRES.L,GLEN.L,GSK.L,HLMA.L,HL.L,HIK.L,HSX.L,HWDN.L,HSBA.L,IHG.L,IMI.L,IMB.L,INF.L,IAG.L,ITRK.L,JD.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LMP.L,LSEG.L,MKS.L,MRO.L,MNDI.L,NG.L,NWG.L,NXT.L,PSON.L,PSN.L,PHNX.L,PRU.L,RKT.L,REL.L,RTO.L,RMV.L,RIO.L,RR.L,SGE.L,SBRY.L,SDR.L,SMT.L,SGRO.L,SVT.L,SHEL.L,SN.L,SMDS.L,SMIN.L,SPX.L,SSE.L,STAN.L,TW.L,TSCO.L,ULVR.L,UU.L,UTG.L,VTY.L,VOD.L,WEIR.L,WTB.L,WPP.L
BDEV.L,0.1930776030491585,0.20658069732497808,0.2309840175241997,0.24156987040443673,0.2009498646976467,0.17782848884993357,0.10497372803680767,0.23899480899839548,0.11548451044677445,0.2281344593137223,1.0,0.22537271840289905,0.32380410268591464,0.15898430492307045,0.08339464722064646,0.2790229777377949,0.12603393832317092,0.18962749980671492,0.11148368237697616,0.17607815280574884,0.22123093927072318,0.05642422144077278,0.17769807245388267,0.12208269742003572,0.15198904199804594,0.04803522115199232,0.267539372218266,0.24036872577963894,0.024965347564928478,0.15616936553999983,0.5912702189407766,0.1151986775648323,0.21595943394915942,0.2697863551950811,0.14223639352607464,0.1577531863815119,0.24411295837055103,0.25174487192979955,0.28411973437023513,0.24302326810981653,0.11075507659606301,0.1997747070517636,0.25865189744675926,0.20765445384019887,0.0791027328489565,0.2661625767832954,0.27835394925248313,0.23117906720451817,0.20394927958957262,0.14745866402982793,0.2650960815955861,0.2434307692370782,0.15713713113402475,0.31100149646448005,0.04715603767683364,0.18263912164803348,0.25637199259035937,0.17371564852798746,0.4786211969278358,0.1871207990461376,0.26152067939384177,0.11389757828025635,0.13875877556748353,0.2678019758603491,0.2891314982541901,0.21941851088893088,0.21417641415036642,0.16747888861171903,0.163225018372614,0.2773577966648379,0.24420184230083183,0.2804986610818033,0.10904371901400202,0.13150069756693883,0.13011673884231278,0.26689710489650753,0.17990378066345308,0.20951078007094318,0.10862218890386109,0.30283844632463913,0.4896064163588008,0.15009823110875503,0.14003820349047721,0.1533298980757056,0.24048441585148267,0.4506892712863043,0.08406108752916258,0.26182033232380153,0.25925338417315097,0.22073451058328497
BEZ.L,0.21563270534773066,0.2657449333435092,0.2895425232564219,0.3068562994238517,0.17805541092297944,0.25832873291773295,0.17319504716376233,0.36038790774719326,0.24171844300138365,0.30203335494737954,0.22537271840289905,1.0,0.22739775329941886,0.2839570680008884,0.24156171104701898,0.29812022185075937,0.22430033833739071,0.26909831571416476,0.1876823439557147,0.23964871826891845,0.24007093466427193,0.11891069690373189,0.2865780941414453,0.18209814809731548,0.18818861633815637,0.02849488874114183,0.3661956878615619,0.3342408092745986,0.0029202592306658568,0.2033711816407341,0.48701925672656765,0.17056505546376882,0.2853254054036076,0.29659609026783335,0.18083719444100332,0.2835718226407202,0.22466147585851934,0.2839785987791926,0.31136501162072744,0.25188827109953565,0.21218491990392802,0.23960033019313362,0.22851388335187717,0.22438032780484038,0.07343168361136516,0.27973290106570076,0.31062031062862566,0.3123455776138673,0.20847393036069786,0.11305869151572621,0.2458369356765279,0.24066283386156453,0.11067253396604086,0.3181139718999876,0.13613660757540255,0.24949659845161729,0.29661213727011326,0.271438035783004,0.2596492823146196,0.18961198767873158,0.3262294116485139,0.17383032927430314,0.23217535608463682,0.24620561946268274,0.21738108571891196,0.2629157748429567,0.28883987291172414,0.20444635578450093,0.23371445679746844,0.3082068089147592,0.302821770229751,0.2714789146782175,0.20216638797629935,0.23795460043260866,0.2107440184177604,0.25104372160294763,0.24278200571086717,0.23113192595878615,0.24289465298524493,0.32489183314197373,0.23264089831938434,0.21833388441965576,0.22424955337467492,0.2501158433281396,0.15421571771022657,0.2714395593904398,0.23932748968136244,0.29216328917699963,0.28300675696980593,0.2718444538506429
BKG.L,0.2249815458873626,0.2166120504662597,0.3023478814217901,0.28255097070370083,0.17776700467761952,0.26448586752631814,0.15590395220580006,0.2984835873559623,0.22116490587461923,0.2991262948975928,0.32380410268591464,0.22739775329941886,1.0,0.22275833883071355,0.12184337104463228,0.35691069007145565,0.19359174940600346,0.2830852728317698,0.19016501583200926,0.24556180625134968,0.258711860414005,0.0912925127445285,0.221149894426736,0.13744933104133053,0.25874546929149356,0.04497883758151016,0.3404596213375188,0.29917698166114165,0.02520192615348719,0.21920139599898272,0.5759530864220385,0.14816260835630748,0.23381906366653876,0.2833569092725484,0.15386059188186146,0.17943024267937277,0.2453824427161863,0.32120792151448674,0.3432758372650852,0.2832702614894119,0.09812195419874876,0.24640824402163258,0.3223006263204922,0.23841382680335316,0.07432881489541468,0.3736465669428259,0.34538991791360557,0.2669019312724562,0.2391130246310254,0.10949742692203489,0.23451432327687322,0.3198148205137053,0.11989339896836021,0.34376006868018244,0.11794448349847017,0.22113147929897659,0.3737639163454455,0.2719923624127911,0.4968729654895303,0.20232124664794626,0.28946614972111845,0.15746457436811956,0.23228389054748774,0.26178225742102207,0.3181810074015033,0.2414510676144599,0.289743065371325,0.24372724198428242,0.2470639326379901,0.30124117385580024,0.33234894032008905,0.32852280808816353,0.18423378421491754,0.1627616657439328,0.1798816421072894,0.24894655950105524,0.23217472333820754,0.2284717765820976,0.14978914220307493,0.3309983542987652,0.3925561552059935,0.24628436379886134,0.19993988375119975,0.22027582714473334,0.21311294941827838,0.5378539168800095,0.22577261023814676,0.29137159636755805,0.3396578739198621,0.30471719322406243
BP.L,0.3066815853418479,0.3043282432810223,0.5088828102102142,0.430441466434736,0.136744812200086,0.35304219324587854,0.37700950838106473,0.4265430339359019,0.3265345327620559,0.3794544709536508,0.15898430492307045,0.2839570680008884,0.22275833883071355,1.0,0.33501705424735273,0.3222935104938349,0.3452023570969759,0.3909402416266174,0.34898626328207977,0.3616542013108195,0.256485880083794,0.03408304717825351,0.4392126981466861,0.13014549322061783,0.1903128030679834,0.07994206945734292,0.3988354123000165,0.5199462439701993,0.01833344550798515,0.3738764812315311,0.6624085241377773,0.3708332608108881,0.2920496917535061,0.33891037900362514,0.1925461017130637,0.13791704274934807,0.19897611557987585,0.44787545816400404,0.342102268633895,0.30571838965300246,0.32261416705080037,0.23428391146773575,0.29575234883442,0.31126722739970747,0.07179335016135222,0.3633700555078537,0.32402611870009346,0.36741592980531973,0.28220507007330303,0.11325948743154603,0.30731463649968804,0.28331803318150905,0.11994230164897864,0.354762363962321,0.24125690982770495,0.28676368911230216,0.3358213177963836,0.37177169745857097,0.20719486573589524,0.09730779511688259,0.40838726991373614,0.3182192020839016,0.4008202701248832,0.31155842461419925,0.22354210368417543,0.48156674202724353,0.3788596016087842,0.35738066405675306,0.3405786354010904,0.4401410828336427,0.5147303946218421,0.2372431761769297,0.3104529860136718,0.5138344493979713,0.3064430911926535,0.20720973889269975,0.36831209467012826,0.2463945184588264,0.39745074494266547,0.4235994859917648,0.17271102737317967,0.3375220526027994,0.39097822192555237,0.3970809794397125,0.20844177401161246,0.20213910677823363,0.38845634412523095,0.3359619366770176,0.32451260534763793,0.42012648013594023
BATS.L,0.1799748413421551,0.28480784507063905,0.2653757068935472,0.2198807733555293,0.045557415579619474,0.37406350984424735,0.3293576847964792,0.22969461976656325,0.24538335506347178,0.22548534222431377,0.08339464722064646,0.24156171104701898,0.12184337104463228,0.33501705424735273,1.0,0.25756324473093034,0.26690671625266527,0.3228255586761583,0.32018420131421965,0.3179185424650559,0.20800164024839032,0.05573696163716085,0.42866412438216805,0.06917771935866164,0.15828712515370694,0.06143635228531841,0.3419933117497806,0.3540939736679837,0.02527790059147447,0.21432006906784498,0.5511359298699366,0.36149910009950714,0.221871144057997,0.2716316441363962,0.20675875456942308,0.15525858778398954,0.1098012350846504,0.2818424241710792,0.25236580170414663,0.19225798796868504,0.6006184023613551,0.14679622842237453,0.2541760435380398,0.2235928053272692,0.09972180912432929,0.26318269700859426,0.2564642389470538,0.20414736102720768,0.17339839358224182,0.11964603319440047,0.20430651867107077,0.20111763224986234,0.10466258022297935,0.29144506433718964,0.24635557712474027,0.1714243250503144,0.22769456002568314,0.262251129670585,0.13523035965899394,0.11150148544253988,0.24541283296453933,0.3882032701701756,0.3154261997277007,0.2473977760454087,0.1985804007709992,0.249522725433776,0.2479730800380595,0.19552986232502095,0.32262843278746794,0.29609838477092004,0.31705449726627655,0.20034888921330676,0.3052475402172428,0.28107385884589664,0.26736738280086586,0.19339303991558948,0.2833927391543673,0.1725848815303448,0.3819316457430639,0.28746825014620336,0.1400467460771496,0.3508373340499954,0.3924034856083332,0.381733788550381,0.1314797011426133,0.1336620131376189,0.3064187545600225,0.19790394343528964,0.2835553223448075,0.27236026068154723
BLND.L,0.3867641016646998,0.3110633093343314,0.4293869777721259,0.373076844887077,0.18736082505287838,0.35198441965975485,0.27645598183196646,0.4548711292543563,0.2596497789687934,0.48602790571810356,0.2790229777377949,0.29812022185075937,0.35691069007145565,0.3222935104938349,0.25756324473093034,1.0,0.3658225716973726,0.3512272739816458,0.320213243297572,0.3187418272365254,0.3082061089486541,0.08084189534916536,0.3154651802149041,0.19709540698463388,0.2945854529495204,0.07594278377895873,0.42153303316178653,0.414731157405075,0.020325910320367308,0.25985884328363573,0.5702413484598593,0.25438029293859715,0.3013092578041671,0.32917261699799844,0.1944670416224601,0.17322725756593996,0.2691153188392111,0.5148641472745797,0.4932268930642956,0.3747621860425614,0.2211062678293056,0.30952237000465577,0.4471409217333669,0.328069999253281,0.09110706054699051,0.4503697248938102,0.7998152004219922,0.4715000702702657,0.39650829366756196,0.18179133449711762,0.35878785641441774,0.38121683705158527,0.1383559840616547,0.4063024267947145,0.18551288460071585,0.35782677845712724,0.44152076184410866,0.3672251004125755,0.43554127316847663,0.24468052541633742,0.4561953156719837,0.24051228048812975,0.31677815887925315,0.342931946079759,0.3083341601494327,0.3611804442045633,0.3997638644684559,0.3007581241209391,0.3491056824869042,0.44585885432799416,0.485071806094655,0.6352838589387068,0.28358510967360806,0.2626487931086696,0.2533095243161435,0.2746140720677603,0.34348851011777937,0.2886678701455496,0.2876910677981121,0.49156683403846974,0.3609955023007491,0.333213378190452,0.28603511977355517,0.3276057596695134,0.335578856746922,0.42623153539400155,0.2996265689795653,0.37484531366722706,0.4361923286620978,0.42042162911127207
BT-A.L,0.3141298782220648,0.23050347603903326,0.36120910412611834,0.2761201468489753,0.09333315319168063,0.3238243228312348,0.3307893221685035,0.41186398233957944,0.27949099315320647,0.3811756582876962,0.12603393832317092,0.22430033833739071,0.19359174940600346,0.3452023570969759,0.26690671625266527,0.3658225716973726,1.0,0.3043174241696396,0.3246247002377168,0.350724192145376,0.21973726569378596,0.06606932717221004,0.3466895853029097,0.15079603110857143,0.23439627192879994,0.04085342071681058,0.3811479155609539,0.4062044808182775,0.011120959365875488,0.20590820555846803,0.5777527114854365,0.3353724587270706,0.2748162323466088,0.29799679497958703,0.19806045136851785,0.11245176965992573,0.1913976587536793,0.4318863096752706,0.40076719899242125,0.307829021701874,0.25113166233467366,0.2115377422364793,0.4002639824894001,0.23699189404878226,0.0838529404260523,0.3732022680302746,0.3739901238170812,0.3991954353063368,0.3266232504467858,0.11967459386089428,0.2611024418517052,0.3070157343251746,0.1061708190567197,0.28977771787200707,0.18969119153445713,0.3242257464996043,0.352037409893497,0.4032701134775982,0.2318548518820184,0.18173690823374522,0.4164027807147777,0.2721024320194566,0.3889908274792428,0.2902980743441054,0.20462378458904718,0.3276080662656479,0.3903992783837728,0.34831245279059225,0.35912421378828707,0.4198280766664922,0.41625606682752725,0.26016470417400067,0.272351407256817,0.26894637539800476,0.261486021756299,0.20956904327978235,0.3172748773222393,0.21363652431230493,0.30828827623085797,0.3618045152735671,0.20055940138648148,0.3370442313127895,0.328777499843506,0.34898576510229606,0.17651571704166907,0.21937220660351078,0.5107007750138972,0.316768171913528,0.3093704753707443,0.4358380179807784
BNZL.L,0.29543814544522723,0.34997600359585807,0.44153328125103625,0.35017578276140043,0.1729271799322069,0.3712925945517722,0.33338142852035507,0.3682120958517533,0.32006834339291773,0.33912758334585,0.18962749980671492,0.26909831571416476,0.2830852728317698,0.3909402416266174,0.3228255586761583,0.3512272739816458,0.3043174241696396,1.0,0.32803667393078717,0.38303226598527923,0.2886003802288029,0.0818080922469351,0.4128553754207854,0.12640989460978197,0.25524255412885866,0.06556947338629565,0.5091116223742844,0.4275251087486461,-0.0016117450944986287,0.33914444887149214,0.6806411534211635,0.34119169477924505,0.3341488371145473,0.3482540596991097,0.23293144530037385,0.17556510754664803,0.2724019383135301,0.3971702780977456,0.4061512731386391,0.35584076596821174,0.28380331840033335,0.26531419269329204,0.40980672534641366,0.3629246413964061,0.06427206138576687,0.4123749934688547,0.3662103576623187,0.3483766170030284,0.2909349197747088,0.11462810236387803,0.29689272204246003,0.3174380850420734,0.15038081791799254,0.410499995328118,0.2203450261173191,0.2772243433639841,0.3813020048297819,0.3858940734952769,0.28066313695101425,0.17932248170634607,0.38499628375803013,0.3133773403677232,0.39812026834171677,0.3299417507707452,0.2709345411904502,0.3738149215713321,0.4020197874038885,0.3761555554839063,0.34844779551681104,0.41642860712722624,0.46011171697262154,0.3088418500205391,0.2947232172869583,0.2913534010323525,0.3178396867047474,0.28906647342605846,0.3815407562538936,0.24804384853846925,0.3288480025792504,0.40025215426046623,0.24310013303108038,0.3670148981480162,0.34462131014806713,0.364733233839827,0.21898414047712342,0.26540208727566733,0.3509920238792059,0.3388966701033365,0.3678938947251846,0.4094907166273946
CNA.L,0.2130900936107347,0.2399795426984847,0.30320598757767847,0.2245723107918561,0.08672064215828482,0.3627120784846624,0.32619991029473216,0.29007679523408486,0.251520238705061,0.28113919012091915,0.11148368237697616,0.1876823439557147,0.19016501583200926,0.34898626328207977,0.32018420131421965,0.320213243297572,0.3246247002377168,0.32803667393078717,1.0,0.3293350150798324,0.18633410721712543,0.03335365619594995,0.38385252744590825,0.09587675878990655,0.20585501820204807,0.06836866929906216,0.2717904853151099,0.36415516741978726,-0.010427107439951218,0.20813567567733204,0.6129348324009598,0.33551429050397347,0.22566086562580487,0.29027797730744,0.16815823815713962,0.13897614925119964,0.13580608476081224,0.29360501355774005,0.2758576099869017,0.23634384698711774,0.31415416619927666,0.16053745363725305,0.3293744481704244,0.22674181086858405,0.07728169448549735,0.3220938173506094,0.31741736149111954,0.307620850375132,0.21762825778238176,0.09883279372295486,0.23543649566918362,0.26322021744497737,0.1424954490503926,0.24338351624303084,0.300692206280622,0.18246467803478683,0.2954705200764188,0.35456964966275833,0.18123843412432078,0.13656178208044106,0.3327620630462378,0.32008220178734487,0.3497411525924007,0.25497584586667377,0.19820329478219403,0.3018385748635575,0.306239893121664,0.28836785982088026,0.3500174106394869,0.3485432995907222,0.35911625255731616,0.23776510772246764,0.3785860321354472,0.26125066249390816,0.3113098218968508,0.17238385997893485,0.2930401642465438,0.17090237693723156,0.4728437465830375,0.2996941494575253,0.13778420660285023,0.3490156850877173,0.3672154324561327,0.46929587212158136,0.14608521967840907,0.1737284480550878,0.34108972586247877,0.22512754555578107,0.27860590874506763,0.3639336354065201
CPG.L,0.30994526281844986,0.2831527435758215,0.4100379070503794,0.3146386139959842,0.15280410548453335,0.3561640455686008,0.3453937306962681,0.38382967188313505,0.3283508234947522,0.3424420876511638,0.17607815280574884,0.23964871826891845,0.24556180625134968,0.3616542013108195,0.3179185424650559,0.3187418272365254,0.350724192145376,0.38303226598527923,0.3293350150798324,1.0,0.2753309939856458,0.021170871934213714,0.4017814928419296,0.12646006414675273,0.2654612081790893,0.09260247306336705,0.5225463985847425,0.391680762821202,0.015715114802524296,0.3497599536230971,0.6728051575733963,0.33648436977107304,0.28160675692514225,0.3570366148428756,0.26390255232575127,0.1560542389560122,0.25952594463401896,0.3858402919893485,0.3861951115984884,0.3071573506262234,0.27941418240707155,0.2749850647782325,0.4208366052199846,0.30024081066778086,0.09270064618380038,0.3762166116405395,0.31550965719536894,0.327888408481469,0.2534408442936132,0.04188306478850573,0.2921716458647088,0.34788071517947083,0.15081242583118895,0.3354168592469541,0.20492367442486628,0.24998778189283427,0.39504765307953715,0.4445078214430279,0.26308019550019796,0.08694311722400161,0.4196682275448217,0.3041530265696007,0.3944326557611964,0.33454932012337596,0.2353246853663409,0.3581430033743354,0.4168666457194704,0.373642491728877,0.32857002286497017,0.4477109710116836,0.4454690613011099,0.2455851804338726,0.26219634372332584,0.2788572175761458,0.30614682570030793,0.22609892120112915,0.37016654114999903,0.24012829553378098,0.3041326429599618,0.3983963911428744,0.2411864481797401,0.34309539007014916,0.35514373652697434,0.34430546483046426,0.20522066113502635,0.2516138963925602,0.3779033057824111,0.3486295260408787,0.39050898497986436,0.4302849427842901
CRDA.L,0.2974886476769179,0.25280773433378917,0.38771481041243727,0.3712877673510787,0.19789284141528973,0.25556168893791154,0.19366491839554337,0.31278880250500435,0.24685880404911562,0.3011366638540924,0.22123093927072318,0.24007093466427193,0.258711860414005,0.256485880083794,0.20800164024839032,0.3082061089486541,0.21973726569378596,0.2886003802288029,0.18633410721712543,0.2753309939856458,1.0,0.05904500792251259,0.2590704381504188,0.13148662899182384,0.22038814429411008,0.059612708264071765,0.41623052767409124,0.36110698515323914,-0.047506911309287365,0.3625759688807495,0.6643896041470516,0.15545761331040747,0.32884848605215283,0.3268012474502443,0.21348106333196276,0.19316370341373734,0.22923580157397716,0.32963191873534753,0.3468090712901509,0.33838708766751907,0.14921844613092464,0.2937786821319663,0.32637566515052735,0.35562865539535105,0.0970649474415807,0.3052228409795701,0.3263674087625382,0.3124855983242772,0.2489671923688265,0.12890359848241026,0.2589598496962334,0.27433285755671605,0.1567514806794641,0.40865139139454615,0.13805888249445866,0.22604688498711686,0.31389822871799783,0.2853882355821226,0.3053603352069832,0.18402521826451432,0.4113444342726049,0.1856992276475398,0.2580219885805019,0.27798942634181545,0.2557363735385465,0.3622703763361179,0.3290015934325262,0.2671532595346137,0.24615401842787807,0.33544801450490647,0.4052725820611653,0.31076662516087217,0.1650377274765585,0.2558343845687415,0.2088898565834495,0.27050938819099085,0.2863761830490854,0.3150033137990166,0.21177552229113242,0.34671318774574744,0.2573372241362221,0.2302073589264145,0.20346319116841075,0.2248404612316204,0.24199161425914945,0.27561666320365075,0.20830822620835623,0.427539545658093,0.3188662539118833,0.3356868419512589
DCC.L,0.06381924811451711,0.21850370415480833,0.08341448029508135,0.08186828955154991,0.07417551175251873,0.06318145862022471,0.042401496789965,0.04393377589315031,0.0355351575175086,0.08364423391503882,0.05642422144077278,0.11891069690373189,0.0912925127445285,0.03408304717825351,0.05573696163716085,0.08084189534916536,0.06606932717221004,0.0818080922469351,0.03335365619594995,0.021170871934213714,0.05904500792251259,1.0,0.03306961843518045,0.046393764914892846,0.06467770498507688,0.016096091772266573,0.33162867561457826,0.06933017842583812,-0.012171223152919276,0.2190236057245848,0.3693113228121107,0.05192689931029074,0.06900631329980801,0.2837528912237026,0.20382356990708564,0.05466416775708155,0.05877858431620673,0.07226402575528089,0.20293809190440332,0.07644411911509173,0.01024556266773046,0.08716707196676485,0.1867087445969992,0.08789307771920113,0.015311692225789344,0.08833416869867232,0.06312215759863112,0.03012646670884338,0.07367860497706857,0.0815526534733739,0.056374061780013834,0.08036173947991626,0.11313398663538834,0.3533957472151926,0.013168025521800743,0.07845353120480852,0.06568067834490887,0.04179019317087636,0.10917767741221228,0.12695763134702476,0.02736085965386369,0.03870846480868313,0.05861344040606797,0.06345225190813766,0.2688572326221806,0.08917953068786535,0.06552893813111714,0.054283712722828316,0.05847237487991466,0.0702344966557712,0.07958785189945274,0.07820137092067296,0.0365234799484629,0.06569739926010112,0.030227083467078458,0.05234859088010016,0.07671713824378787,0.07269419018163183,0.0393650542210953,0.09094267331382558,0.06789108049121947,0.058566490519689776,-0.0009956371049100277,0.020043159696362417,0.07206474703700876,0.10672031964031506,0.02149608553288402,0.10085411231179903,0.10349848968693302,0.057767409475782336
DGE.L,0.257572202841492,0.322810192499054,0.3891712436883888,0.2985628190755316,0.11311056911065431,0.4675894403864706,0.4044409464782237,0.40115087233359886,0.3317654343693392,0.351134641125888,0.17769807245388267,0.2865780941414453,0.221149894426736,0.4392126981466861,0.42866412438216805,0.3154651802149041,0.3466895853029097,0.4128553754207854,0.38385252744590825,0.4017814928419296,0.2590704381504188,0.03306961843518045,1.0,0.10521798057325915,0.24043105301087125,0.01897457331468606,0.4896431820691591,0.44829198641428974,0.029690915279842217,0.29128109932025437,0.6001716202190494,0.4166891059014162,0.27340500640346693,0.3549457049636587,0.2510776445045862,0.15231692121290086,0.19907192004950716,0.393605300652026,0.380317459713713,0.3031352599952783,0.40329673214682316,0.22921635830393194,0.3968584671328516,0.2791973277931928,0.09027951448235776,0.36835975438558843,0.3381746232465717,0.36095508470463433,0.2770473060842099,0.07693034040305216,0.3128051304036327,0.30648775021743585,0.15312115760418132,0.3853580141044137,0.2682242634965452,0.24619333936710674,0.36292250116291735,0.3817344629386927,0.21648092678346978,0.2033196979774612,0.4106394755903772,0.4465286073800368,0.4064612003600487,0.31826474262528953,0.27156070227151774,0.3607834686726599,0.39808773912322276,0.3028560184308137,0.41092229539437036,0.3979139477210428,0.4307969113841235,0.24250338831978166,0.34355439392782616,0.3269523226125855,0.34864163344274535,0.22463842055009703,0.3637634531247973,0.22168266618134536,0.3971801298748866,0.3657636212625452,0.19935766644850475,0.40254263603760426,0.5185912339208302,0.44553666175602546,0.1890137137727068,0.22584397653061483,0.3930664523359358,0.2817055358187853,0.37232568684269646,0.4084921359119741
DPLM.L,0.12644277034102056,0.07664258404491324,0.12679064632741996,0.14005575495188452,0.08862385870930849,0.11247330554337347,0.09932321943583018,0.16407896618547008,0.099848608809673,0.16291039474750368,0.12208269742003572,0.18209814809731548,0.13744933104133053,0.13014549322061783,0.06917771935866164,0.19709540698463388,0.15079603110857143,0.12640989460978197,0.09587675878990655,0.12646006414675273,0.13148662899182384,0.046393764914892846,0.10521798057325915,1.0,0.126932013724241,-0.019016711522672123,0.19261171102247437,0.17274709000990526,0.02112092115171957,0.07288577708605609,0.34882827941838856,0.09442360673115684,0.11883552483190961,0.13554021862368953,0.1484099159459029,0.0579120589179075,0.10776223455342356,0.17996701816590044,0.16118924464216222,0.1597514485349488,0.06733215584404117,0.17534129028894457,0.18144572424571076,0.11969882559736793,0.10465326066705394,0.12315345571849473,0.19143206276584776,0.15180084399595178,0.11485481657170073,0.08636145120911046,0.09949921019609442,0.12484950964667357,0.07702618646055594,0.22505130800386608,0.05503948767021377,0.14327057423406495,0.14306221510045672,0.12159930725502421,0.1545115823841397,0.11594792198388044,0.15059029597887683,0.054359962125863144,0.1278496251745445,0.16366979474631238,0.11052201194386366,0.14520253218123583,0.15902687665892606,0.11566646954328536,0.12081046544783332,0.1228288515446859,0.1799035388106327,0.18236158867777863,0.11718539165279208,0.11249558710252053,0.11788133351566216,0.1411758558275637,0.12138785135982968,0.12008390624766882,0.1082981163176616,0.13084812917013033,0.13256407106576096,0.15025730709922624,0.07279818272772752,0.16016921376107215,0.14573460613196274,0.13727163458784744,0.09956615585928966,0.18939065404665784,0.1590600349534494,0.15615589597674606
EZJ.L,0.24192911819842802,0.27184415477322543,0.2824281923815247,0.22440643403061994,0.17179974606701767,0.2402173898192266,0.1898554618901996,0.3222059234992964,0.2043582785370648,0.31396841610051085,0.15198904199804594,0.18818861633815637,0.25874546929149356,0.1903128030679834,0.15828712515370694,0.2945854529495204,0.23439627192879994,0.25524255412885866,0.20585501820204807,0.2654612081790893,0.22038814429411008,0.06467770498507688,0.24043105301087125,0.126932013724241,1.0,0.03507991932663735,0.3500582470602885,0.3224925568106625,0.020194925414997393,0.18955762715049232,0.41668780038871134,0.17755921843343103,0.2434026041085403,0.30298685832290567,0.18196595825427514,0.18255169030301932,0.20802395046934383,0.3221145165948064,0.3889175316038205,0.30413100668592485,0.12573683701634383,0.2410911298925532,0.49428896615516027,0.26309928252285075,0.07446783300138425,0.3346021756367178,0.2915477334386509,0.29593075372975264,0.2812791362007853,0.07346732930783036,0.25449450403181756,0.322869303784393,0.14298092712663651,0.2976131536525904,0.07719745125543884,0.2554128547245925,0.3499662797236442,0.31444789800124556,0.32987640185319245,0.15548610393844658,0.33329129719367806,0.13723848765586097,0.2812219266116824,0.2223323019615752,0.28275335982737665,0.2464905751526186,0.32535210665221537,0.2664850785118865,0.24467760877503883,0.322375519126013,0.3254330809381523,0.26123293678645637,0.14240697948420727,0.11347110442464642,0.174318123888239,0.2586171736422814,0.25080747751663873,0.23464932510418016,0.12700064603973824,0.32086463098339635,0.25101742461435134,0.2443171117033975,0.2043729761260034,0.1843911166362432,0.16846237307054696,0.3121592265482678,0.2392437428359877,0.28008029718340255,0.31206045821889644,0.33753736428277037
ENT.L,0.051698451144781235,0.05471330400730705,0.07840819050389417,0.05443211938485091,0.0718125276873523,0.06345850333841564,0.016599727046854848,0.052363686311575064,0.051374565857814934,0.025534015714156758,0.04803522115199232,0.02849488874114183,0.04497883758151016,0.07994206945734292,0.06143635228531841,0.07594278377895873,0.04085342071681058,0.06556947338629565,0.06836866929906216,0.09260247306336705,0.059612708264071765,0.016096091772266573,0.01897457331468606,-0.019016711522672123,0.03507991932663735,1.0,0.016544553219190426,0.060187915584311996,-0.04579901477975896,0.09954616369769041,0.07542802736905135,0.03715549915694604,0.08247641411546695,0.06410460642093466,0.021822652905357866,0.06388444399466384,0.04594418774553229,0.0446090526599812,0.07460639571914088,0.08782591689344665,0.04509603470286215,0.07982973434662605,0.06514734123499699,0.07556619963006787,0.055643629434429485,0.05706214893207897,0.06656067864563707,0.054640659475253074,0.029097053712863055,0.15556017271776715,0.04220164224332493,0.0734342223743793,0.036941916776269096,0.033241347262984354,0.03108785399482701,0.0187780646110789,0.056342760311295925,0.04856977885300171,0.009136213781479543,0.13357964026655686,0.06109547359259591,0.05908588632024191,0.034169276740585064,0.04888594857397758,0.0795690839034096,0.07913303940085015,0.09177559020141343,0.05862014251147314,0.03646462864251139,0.11683448031417377,0.08170928596216194,0.06143415952345669,0.023669331434307012,0.04908630418259677,0.08571985413560458,0.05857461073556334,0.07803152235647333,0.0965320778338977,0.026939061732063757,0.07419086218296746,0.07900966083026549,-0.0020338794121713567,0.05765969241425338,0.02455658332306534,0.08086723600002878,0.047012309700399726,0.0482189032683882,0.09667587540872855,0.06196279086447201,0.043679719075196355
