Date,Community 1,Community 2,Community 3
2010-09-15,0.013052360909080154,0.007300356779289297,0.004544740203801924
2010-09-16,-0.005645412744610746,-0.00983065168838853,0.0005460217205568476
2010-09-17,-1.6636844260763355e-05,-0.007869422269793525,-0.0015238260377439302
2010-09-20,0.023052345410962183,0.003668657110821351,0.0023727124834995177
2010-09-21,-0.007648772502691448,-0.019730767342667894,-0.0012701273635704407
2010-09-22,0.046134098496541515,0.026215994123129062,0.010306105066326296
2010-09-23,0.031574225741568006,0.025235979582798888,0.01721466367361529
2010-09-24,-0.023645073173255884,-0.006737188418422154,-0.0011489546640774861
2010-09-27,-0.0034801217740918515,-0.007293173461028811,-0.0025965995394262227
2010-09-28,0.03183970600089756,0.010615002345836372,0.00830018733323259
2010-09-29,-0.017433782667755512,-0.015199076682862786,-0.006354496422636381
2010-09-30,-0.017224222740145363,-0.008527520978793309,-0.007647581673893001
2010-10-01,-0.029669421684965926,-0.014922527821777205,-0.01567272309806111
2010-10-04,-0.011286838458951814,-0.0004507357629394636,-0.006470554428519117
2010-10-05,0.006194413971122359,0.00014904987813838913,0.000810116031676241
2010-10-06,-0.0322712502415768,-0.03560076548511183,-0.020442945774848117
2010-10-07,-0.0063447677084201865,-0.0004378501614738247,-0.003902459391271842
2010-10-08,-0.02987108042488311,-0.007627950751497573,-0.003229003824881215
2010-10-11,-0.03476860877963144,-0.018814235478240442,-0.01619368794571041
2010-10-12,0.014788674512089338,0.01221907120891823,-0.0003482346959700386
2010-10-13,-0.04185349068003944,-0.028379171195853866,-0.019706881118753634
2010-10-14,0.01138446302142924,0.02988973386706006,-0.002344477717323805
2010-10-15,0.011227911175276844,0.01464273714002616,0.009685859412575564
2010-10-18,0.013693987938527635,0.027611858589178077,0.013306044362543776
2010-10-19,-0.014428365696904205,-0.01868544837752328,-0.006935736683134931
2010-10-20,0.02477282077249021,0.007706085528668663,0.002528867473603707
2010-10-21,-0.03599073404249382,-0.029524621431530666,-0.011791663636474081
2010-10-22,0.013966339715513261,0.0010520751179194673,-0.0021598786002310437
2010-10-25,-0.03155397095155976,-0.024604727813629167,-0.010033669220759036
2010-10-26,0.008318217985675745,0.007522897364730484,-0.004797960086163104
2010-10-27,0.011244647370530885,0.011989188682573088,0.00749623163543665
2010-10-28,0.011547184471036096,0.006126874191687781,0.007754850643208692
2010-10-29,0.02094937697612994,0.007307176603384704,-0.002286038114816474
2010-11-01,0.0006146676734362028,-0.017499050264257784,-0.004807442068162134
2010-11-02,0.019849891468218608,0.0004666442208761237,0.00838712381252033
2010-11-03,0.015073256477814333,-0.01079712385396325,-0.001986668498014192
2010-11-04,0.0032821159062645304,-0.03057027317960978,-0.0016507128133189926
2010-11-05,0.007041178874695445,-0.0018911524711209297,0.0010848602906835523
2010-11-08,0.03519670855761091,0.01794559958814173,0.006518112995637718
2010-11-09,-0.005621846130817315,-0.00849682260485734,0.007473314568789475
2010-11-10,0.03177466823825771,0.003949158587773126,0.004132817408033431
2010-11-11,0.038379199267527364,0.017263007106792627,0.01545211185945667
2010-11-12,-0.05123444532484343,-0.010215246426904294,-0.003041973274737746
2010-11-15,-0.030008977066326895,-0.009623157008877642,-0.004448054566209681
2010-11-16,0.02647126511117096,0.01312831978830907,0.002503876928708936
2010-11-17,-0.017647520477135165,-0.00683355068514507,-0.0022909463177410087
2010-11-18,-0.04035079660268272,-0.02416963235267904,-0.014141683725828802
2010-11-19,0.04307611526703419,0.008503047539642566,0.008528296485720852
2010-11-22,0.02763459901669224,-6.975758349380163e-06,-0.002846179089250741
2010-11-23,0.052794266203526376,0.01927451959391167,0.02392517226720373
2010-11-24,0.012259898664799427,0.007304354473154669,0.009438926026486274
2010-11-25,0.017287905523550445,0.006501358208246772,0.0039950830587487775
2010-11-26,0.043421654587803976,0.014252469283518096,0.022598670889695745
2010-11-29,0.035033909641488635,0.0049947316146670305,0.010351773875659673
2010-11-30,0.05206066343032806,0.03969599016944126,0.02217374338854848
2010-12-01,-0.0806560131702727,-0.046256503088578066,-0.013756256983325768
2010-12-02,-0.052326839540572524,-0.007041285011912333,-0.02451156387617602
2010-12-03,-0.0488251651262174,-0.01765080599094022,-0.018944964558852046
2010-12-06,0.03997404586129218,-0.003080006676226808,0.0034796948488419383
2010-12-07,-0.031266101336741986,-0.02101321008715341,-0.0046276163398700915
